OBJECTID,LOCATION,LAT,LON,LOCATION_T
2150,Times Square - 42nd Street,40.75529,-73.987495,Subway Station
2151,Times Square Shuttle – 42nd Street,40.752769,-73.979189,Subway Station
2152,IND-F-21ST ST - QUEENSBRIDGE,40.754203,-73.942836,Subway Station
2153,IRT-7-VERNON BLVD-JACKSON AVE,40.742626,-73.953581,Subway Station
2154,IRT-7-HUNTERSPOINT AVE,40.742216,-73.948916,Subway Station
2155,IND-E-V-23RD ST - ELY AV,40.747846,-73.946,Subway Station
2156,IND-G-LONG ISLAND CITY/COURT SQ,40.746554,-73.943832,Subway Station
2157,IND-G-21ST ST,40.744065,-73.949724,Subway Station
2158,IND-E-G-R-V-65TH ST,40.749669,-73.898453,Subway Station
2159,IND-E-G-R-V-WOODHAVEN BLVD,40.733106,-73.869229,Subway Station
2160,IND-E-G-R-V-46TH ST,40.756312,-73.913333,Subway Station
2161,IND-E-G-R-V-NORTHERN BLVD,40.752885,-73.906006,Subway Station
2162,IRT-7-90TH ST - ELMHURST AV,40.742454,-73.882017,Subway Station
2163,IND-E-F-BRIARWOOD / VAN WYCK BLVD,40.709179,-73.820574,Subway Station
2164,334A IND NR 71 AV,40.721691,-73.844521,Subway Station
2165,338B IND NR SUTPHN,40.70546,-73.810708,Subway Station
2166,IND-E-J-Z-JAMAICA CENTER - PARSONS / ARCHER,40.702147,-73.801109,Subway Station
2167,IND-F-JAMAICA - 179TH ST,40.712646,-73.783817,Subway Station
2168,IND-E-G-R-V-GRAND AVE - NEWTOWN,40.737015,-73.877223,Subway Station
2169,IND-E-G-R-V-36TH ST,40.752039,-73.928781,Subway Station
2170,IND-E-G-R-V-QUEENS PLZ,40.748973,-73.937243,Subway Station
2171,IND-E-G-R-V-STEINWAY ST,40.756879,-73.92074,Subway Station
2172,STATIONLAB 339A IND NR PARSNS,40.707564,-73.803326,Subway Station
2173,340A IND NR 169 ST,40.71047,-73.793604,Subway Station
2174,330B IND NR 63 DR,40.729846,-73.861604,Subway Station
2175,IND-E-G-R-V-67TH AVE,40.726523,-73.852719,Subway Station
2176,IND-E-J-Z-SUTPHIN BLVD - ARCHER AV,40.700486,-73.807969,Subway Station
2177,IND-E-F-75TH AVE,40.718331,-73.837324,Subway Station
2178,IND-E-F-KEW GARDENS - UNION TPKE,40.714441,-73.831008,Subway Station
2179,IND-E-F-G-R-V-JACKSON HTS-ROOSEVELT AV,40.746644,-73.891338,Subway Station
2180,103 St (1),40.799446,-73.968379,Subway Station
2181,103 St (6),40.7906,-73.947478,Subway Station
2182,"103 St (B,C)",40.796092,-73.961454,Subway Station
2183,110 St (6),40.79502,-73.94425,Subway Station
2184,"116 St (2,3)",40.802098,-73.949625,Subway Station
2185,116 St (6),40.798629,-73.941617,Subway Station
2186,"116 St (A, B,C)",40.805085,-73.954882,Subway Station
2187,116 St-Columbia University (1),40.807722,-73.96411,Subway Station
7641,703 10 AVENUE,40.763385,-73.99287,Outdoor Kiosk
7642,36 EAST 84 STREET,40.779454,-73.959681,Outdoor Kiosk
1076,3 Avenue - 138 St [6],40.810476,-73.926138,Subway Station
1077,"138 St - Grand Concourse [4,5]",40.813224,-73.929849,Subway Station
1078,149 St - Grand Concourse,40.81841,-73.926718,Subway Station
1079,149 St - Grand Concourse [4],40.818375,-73.927351,Subway Station
1080,14th Street - 7th Avenue,40.737826,-74.000201,Subway Station
1081,14th Street - 8th Avenue,40.740893,-74.00169,Subway Station
1082,Between 14th and 16th Streets on 6th Avenue,40.737335,-73.996786,Subway Station
1083,14th Street - 6th Avenue,40.738228,-73.996209,Subway Station
1084,18th Street - 7th Avenue,40.74104,-73.997871,Subway Station
1085,23rd Street - 7th Avenue,40.744081,-73.995657,Subway Station
1086,23rd Street - 8th Avenue,40.745906,-73.998041,Subway Station
1087,23rd Street – Broadway,40.741303,-73.989344,Subway Station
1088,West 23 Street and 6 Avenue,40.742878,-73.992821,Subway Station
1089,East 23 Street and Park Avenue,40.739864,-73.986599,Subway Station
1090,28th Street  - 7th Avenue,40.747215,-73.993365,Subway Station
1091,28th Street - Broadway,40.745494,-73.988691,Subway Station
1092,28th Street - Park Avenue South,40.74307,-73.984264,Subway Station
1093,33rd Street - Park Avenue South,40.746081,-73.982076,Subway Station
1094,34th STREET - 6 Avenue and Broadway,40.749567,-73.98795,Subway Station
1095,34th STREET - 6 Avenue and Broadway,40.749719,-73.987823,Subway Station
1096,42th Street - 6 Avenue,40.754222,-73.984569,Subway Station
1097,42nd Street – Port Authority,40.757308,-73.989735,Subway Station
1098,47-50th Street – Rockefeller Center,40.758663,-73.981329,Subway Station
1099,49th Street - 7th Avenue,40.759901,-73.984139,Subway Station
1100,50th Street - Broadway,40.761728,-73.983849,Subway Station
1101,57th Street - 6th Avenue,40.763971,-73.977451,Subway Station
1102,57th Street - 7th Avenue (Midtown),40.764664,-73.980658,Subway Station
1103,Broadway - West 59 Street- Columbus Circle,40.768247,-73.981929,Subway Station
1104,Broadway - West 59 Street- Columbus Circle,40.768296,-73.981736,Subway Station
1105,5th Avenue - 53rd Street,40.760167,-73.975224,Subway Station
1106,5th Avenue - 59th Street,40.764811,-73.973347,Subway Station
1107,5th Avenue and East 42 Street,40.753821,-73.981963,Subway Station
7643,1011 COLUMBUS AVE,40.801498,-73.961082,Outdoor Kiosk
7644,150 EAST 4 STREET,40.725004,-73.987039,Outdoor Kiosk
7645,351 EAST 60 STREET,40.76036,-73.961663,Outdoor Kiosk
7646,40 EAST 80 STREET,40.776918,-73.96154,Outdoor Kiosk
7647,24 EAST 70 STREET,40.770517,-73.966604,Outdoor Kiosk
7648,30 EAST 64 STREET,40.766736,-73.969308,Outdoor Kiosk
7649,100 WEST 87 STREET,40.787079,-73.971881,Outdoor Kiosk
7650,700 AMSTERDAM AVE,40.792703,-73.971487,Outdoor Kiosk
7651,261 COLUMBUS AVENUE,40.777377,-73.978444,Outdoor Kiosk
7652,70 STANTON STREET,40.721773,-73.989421,Outdoor Kiosk
7653,401 EAST 12 STREET,40.729963,-73.983281,Outdoor Kiosk
7654,25.5 EAST 61 STREET,40.764821,-73.970303,Outdoor Kiosk
7655,31 EAST 26 STREET,40.74276,-73.98642,Outdoor Kiosk
7656,688 6 AVENUE,40.742081,-73.993261,Outdoor Kiosk
7657,401 EAST 48 STREET,40.752549,-73.966729,Outdoor Kiosk
7658,260 E 48 ST,40.753661,-73.969649,Outdoor Kiosk
7659,747 10 AVENUE,40.765277,-73.991493,Outdoor Kiosk
7660,604 2 AVENUE,40.744154,-73.97619,Outdoor Kiosk
7661,458 7 AVE,40.75154,-73.990365,Outdoor Kiosk
7662,482 HUDSON STREET,40.732308,-74.006415,Outdoor Kiosk
7663,981 COLUMBUS AVE,40.800592,-73.961745,Outdoor Kiosk
1192,1st Fl Conference Rm,40.710818,-73.835528,Indoor
7664,355 AMSTERDAM AVENUE,40.781861,-73.979137,Outdoor Kiosk
7665,425 6 AVENUE,40.734393,-73.999152,Outdoor Kiosk
7666,1000 1 AVENUE,40.756879,-73.963818,Outdoor Kiosk
7667,1026 1 AVENUE,40.757701,-73.963213,Outdoor Kiosk
7668,1021 1 AVENUE,40.757604,-73.963593,Outdoor Kiosk
7669,41 HORATIO STREET,40.738798,-74.005285,Outdoor Kiosk
7670,87 BARROW STREET,40.731593,-74.006408,Outdoor Kiosk
7671,122B ORCHARD ST,40.719504,-73.989474,Outdoor Kiosk
7672,80 WEST 86 STREET,40.786335,-73.972055,Outdoor Kiosk
7673,22 EAST 69 STREET,40.769749,-73.966763,Outdoor Kiosk
7674,522 MORRIS AVENUE,40.816751,-73.922955,Outdoor Kiosk
7675,134 1 AVE,40.72765,-73.985119,Outdoor Kiosk
7676,1421 5 AVENUE,40.800781,-73.946241,Outdoor Kiosk
7677,504 6 AVENUE,40.73654,-73.997156,Outdoor Kiosk
7678,1516 ST. NICHOLAS AVE,40.852257,-73.931452,Outdoor Kiosk
7679,1359 SAINT NICHOLAS AVENUE,40.84727,-73.935362,Outdoor Kiosk
7680,39 EAST 81 STREET,40.777606,-73.960947,Outdoor Kiosk
7681,1279 ST NICHOLAS AVENUE,40.844689,-73.937259,Outdoor Kiosk
7682,300 WEST 108 STREET,40.802984,-73.967855,Outdoor Kiosk
7683,674 AMSTERDAM AVE,40.792035,-73.971979,Outdoor Kiosk
7684,1661 AMSTERDAM AVENUE,40.823361,-73.948844,Outdoor Kiosk
8084,383 7 AVENUE,40.749153,-73.991801,Outdoor Kiosk
8085,341 7 AVENUE,40.747904,-73.992745,Outdoor Kiosk
8086,653 10 AVENUE,40.762328,-73.993642,Outdoor Kiosk
8087,849 10 AVENUE,40.768406,-73.989215,Outdoor Kiosk
8088,727 6 AVENUE,40.74351,-73.992508,Outdoor Kiosk
8089,899 6 AVENUE,40.748772,-73.988673,Outdoor Kiosk
8090,75 COLUMBUS AVE,40.77178,-73.982773,Outdoor Kiosk
8091,2 WEST 53 STREET,40.760474,-73.976099,Outdoor Kiosk
8092,2 WEST 49 STREET,40.757958,-73.977926,Outdoor Kiosk
8093,100 EAST 22 STREET,40.739409,-73.986712,Outdoor Kiosk
8094,799 BROADWAY,40.732391,-73.991387,Outdoor Kiosk
8095,10 DOWNING STREET,40.729558,-74.002385,Outdoor Kiosk
8096,18 UNION SQUARE EAST,40.735187,-73.989871,Outdoor Kiosk
8097,223 2 AVENUE,40.732247,-73.985132,Outdoor Kiosk
8098,219 1 AVENUE,40.730833,-73.983098,Outdoor Kiosk
8099,223 EAST 14 STREET,40.73296,-73.986173,Outdoor Kiosk
8100,14 EAST 23 STREET,40.740836,-73.988136,Outdoor Kiosk
8101,245 7 AVENUE,40.744815,-73.994986,Outdoor Kiosk
8102,200 WEST 23 STREET,40.744114,-73.995892,Outdoor Kiosk
8103,210 7 AVENUE,40.743564,-73.996168,Outdoor Kiosk
8104,568 WEST 23 STREET,40.748758,-74.006904,Outdoor Kiosk
8105,267 7 AVENUE,40.745448,-73.994537,Outdoor Kiosk
8106,25 EAST 29 STREET,40.744614,-73.985069,Outdoor Kiosk
8107,344 EAST 14 STREET,40.731539,-73.983246,Outdoor Kiosk
8108,237 1 AVENUE,40.731219,-73.982827,Outdoor Kiosk
8109,2969 3 AVENUE,40.818461,-73.914684,Outdoor Kiosk
8110,777 NOSTRAND AVENUE,40.670647,-73.950352,Outdoor Kiosk
8111,104-13 JAMAICA AVENUE,40.695256,-73.84284,Outdoor Kiosk
8112,100 WEST 28 STREET,40.746073,-73.990732,Outdoor Kiosk
1183,Along Boardwalk and Beach,40.575083,-74.081683,Outdoor
1184,Along Boardwalk and Beach,40.575748,-74.080677,Outdoor
1185,Along Boardwalk and Beach,40.576236,-74.079987,Outdoor
1186,Along Boardwalk and Beach,40.576483,-74.079624,Outdoor
1187,Along Boardwalk and Beach,40.577222,-74.078581,Outdoor
1188,Along Boardwalk and Beach,40.577772,-74.077993,Outdoor
1189,Along Boardwalk and Beach,40.578631,-74.076801,Outdoor
1190,Along Boardwalk and Beach,40.579581,-74.076359,Outdoor
1191,Along Boardwalk and Beach,40.579986,-74.075899,Outdoor
1193,Area by comfort station,40.709773,-73.835599,Outdoor
1194,Area outside HQ building,40.710688,-73.835515,Outdoor
1195,Comfort station - Front Left,40.639278,-74.032091,Outdoor
1196,Comfort station - Front right,40.639231,-74.031933,Outdoor
1197,Comfort station - Back Right,40.639292,-74.031896,Outdoor
1198,IN PARK NORTH WEST SIDE,40.658662,-73.88777,Outdoor
1199,IN PARK SOUTH WEST SIDE PLAYGROUND AREA,40.658148,-73.88744,Outdoor
1200,466 Fulton St. (Pole),40.689334,-73.981975,Outdoor
1201,466 Fulton St. (Pole),40.689334,-73.981975,Outdoor
1202,469 Fulton St.,40.691224,-73.98662,Outdoor
1203,490 Fulton St.,40.689633,-73.983165,Outdoor
1204,490 Fulton St.,40.689633,-73.983165,Outdoor
1205,490 Fulton St.,40.689633,-73.983165,Outdoor
1206,490 Fulton St.,40.689633,-73.983165,Outdoor
1207,490 Fulton St.,40.689633,-73.983165,Outdoor
1208,54 Willoughby St.,40.692144,-73.986787,Outdoor
1209,54 Willoughby St.,40.692144,-73.986787,Outdoor
1210,573 Fulton St. (Pole),40.689334,-73.981975,Outdoor
1211,80 Hanson Place,40.685308,-73.974472,Outdoor
1212,80 Hanson Place,40.685308,-73.974472,Outdoor
1213,9 Hanover Place (Gate),40.688825,-73.982302,Outdoor
1214,9 Hanover Place (Gate),40.688825,-73.982302,Outdoor
1215,Boro Hall Park 1 (Pole),40.693069,-73.990089,Outdoor
1216,Boro Hall Park 1 (Pole),40.693069,-73.990089,Outdoor
1217,Boro Hall Park 2 (Pole),40.693069,-73.990089,Outdoor
1218,Boro Hall Park 2 (Pole),40.693069,-73.990089,Outdoor
1219,McLaughlin Park,40.696652,-73.986074,Outdoor
1220,McLaughlin Park,40.696652,-73.986074,Outdoor
1221,McLaughlin Park,40.696652,-73.986074,Outdoor
1222,71st St Ball Field South Area,40.720508,-73.884938,Outdoor TWC Aerial
1223,71st St Ball Field Center Area,40.718224,-73.882524,Outdoor TWC Aerial
1224,71st St Ball Field North Area,40.7197,-73.877119,Outdoor TWC Aerial
1225,Playground,40.685616,-73.852882,Outdoor TWC Aerial
1226,Skate Park,40.686245,-73.853854,Outdoor TWC Aerial
1227,Handball Court,40.687073,-73.853153,Outdoor TWC Aerial
1228,Handball Court,40.686889,-73.854035,Outdoor TWC Aerial
1229,Sr. Dinning Area,40.731675,-73.865607,Indoor
1230,Intersection of 62 Ave & 93rd St,40.732253,-73.865623,Outdoor TWC Aerial
1231,Intersection of 62 Ave & dead end,40.732686,-73.865119,Outdoor TWC Aerial
1232,1st Fl Gymnasium,40.731675,-73.865607,Indoor
1233,2nd Fl After School Rm,40.731675,-73.865607,Indoor
1234,Track & Field,40.720079,-73.949511,Outdoor
1235,Track & Field,40.720079,-73.949511,Outdoor
1236,Dining Hall,40.805013,-73.944909,Indoor
1237,Computer Resource Rm,40.80501,-73.944885,Indoor
1238,Library,40.805013,-73.944909,Indoor
1239,Backstage area,40.805013,-73.944909,Indoor
1240,North Hallway,40.805013,-73.944909,Indoor
1241,Baseball Diamond Corner,40.805013,-73.944909,Indoor
1242,Amplitheater,40.805013,-73.944909,Indoor
1243,Park Area North,40.805013,-73.944909,Indoor
1244,1st Floor Lobby,40.757418,-73.965084,Indoor
1245,2nd fl multi purpose room,40.757418,-73.965084,Indoor
1256,Beach 109 - Street and Beach,40.579986,-73.829855,Outdoor
1257,Beach 116 - Comfort Station and Beach,40.577846,-73.835761,Outdoor
1258,Beach 116 - Rear of Comfort Station,40.577878,-73.835788,Outdoor
1259,Beach 116 - Comfort Station and Beach,40.577898,-73.835601,Outdoor
1260,Beach 116 - Comfort Station and Beach,40.577871,-73.835664,Outdoor TWC Aerial
1261,Playground and BB Court,40.596479,-73.744988,Outdoor TWC Aerial
1262,Playground and BB Court,40.596374,-73.745389,Outdoor TWC Aerial
1263,Parking Lot and BB Court,40.596321,-73.745791,Outdoor TWC Aerial
1264,Parking Lot and Skate Park,40.596197,-73.746262,Outdoor TWC Aerial
1265,Parking Lot and Skate Park,40.595714,-73.747247,Outdoor TWC Aerial
1266,Parking Lot and Skate Park,40.595592,-73.747612,Outdoor
1267,Picnic Area,40.687262,-73.769814,Outdoor
1268,Picnic Area,40.68716,-73.769815,Outdoor
1269,Food pantry and Patio,40.687191,-73.769559,Indoor
1270,Bunker Rm 1 (AKA Rm B4),40.687191,-73.769559,Indoor
1271,Bunker Rm 2 (AKA Rm B3),40.687191,-73.769559,Indoor
1272,Bunker Rm 3 (AKA Rm B5),40.687191,-73.769559,Indoor
1273,Classroom 1 (AKA RM B2),40.687191,-73.769559,Indoor
1274,Classroom 2 (AKA Rm B1),40.687191,-73.769559,Indoor
1275,Gym 1,40.687191,-73.769559,Indoor
1276,Workout Rm,40.687191,-73.769559,Indoor
1277,Family waiting area,40.687191,-73.769559,Indoor
1278,Maintenance office - 2nd Fl,40.687191,-73.769559,Indoor
1279,Rec Office #2,40.687191,-73.769559,Indoor
1280,Rec Office #2,40.687191,-73.769559,Indoor
1281,Rehearsal Rm - 2nd Fl,40.687191,-73.769559,Indoor
1282,Theater lounge,40.687191,-73.769559,Indoor
1283,Area off Broadway by Entrance,40.625382,-74.11457,Outdoor TWC Aerial
1284,Area off Broadway and Colonial Court,40.625756,-74.114738,Outdoor TWC Aerial
1285,Area off Broadway and Greenwood Pl,40.624698,-74.114211,Outdoor TWC Aerial
1286,North area off Richmond Terr,40.644816,-74.100443,Outdoor TWC Aerial
1287,North area off Richmond Terr,40.644885,-74.101038,Outdoor TWC Aerial
1288,North area off Richmond Terr,40.645123,-74.101629,Outdoor TWC Aerial
1289,North area off Richmond Terr,40.645317,-74.102285,Outdoor TWC Aerial
1290,North area off Richmond Terr,40.645439,-74.10288,Outdoor TWC Aerial
1291,North area off Richmond Terr,40.645453,-74.103398,Outdoor TWC Aerial
1292,Building P - SE towards barn/farm area,40.641798,-74.101846,Outdoor
1293,Building P - NE towards play area,40.641982,-74.101869,Outdoor
1294,Building G - SW towards social affair area,40.64382,-74.102404,Outdoor
1295,Building P - SW towards meadow,40.641797,-74.102002,Outdoor
1296,Building P - NW towards Botanical Gardens,40.641963,-74.102026,Outdoor
1297,Building G - SE towards social affair area,40.643782,-74.102245,Outdoor
1298,Pathway from Building L to Building P,40.642339,-74.102688,Outdoor
1299,Building L (Office),40.643167,-74.102285,Indoor
1300,Hallway between Art and Game room,40.602349,-73.751402,Indoor
1301,Computer resource center,40.602349,-73.751402,Indoor
1302,Gym wall,40.602349,-73.751402,Indoor
1303,Jeter reading room on 2nd floor,40.602349,-73.751402,Indoor
1304,North side of Park off Water St,40.627089,-74.077292,Outdoor TWC Aerial
1305,East side of Park off Bay St,40.62686,-74.075848,Outdoor TWC Aerial
1306,North side of Park off Canal St,40.626579,-74.076173,Outdoor TWC Aerial
1307,Lobby,40.793669,-73.936816,Indoor
1308,Multi Purpose Room,40.793669,-73.936816,Indoor
1309,GED Room,40.793669,-73.936816,Indoor
1310,After School Room,40.793669,-73.936816,Indoor
1311,Computer Resource Room,40.793669,-73.936816,Indoor
1312,Fitness Room,40.793669,-73.936816,Indoor
1313,South Ball Field,40.793305,-73.936759,Outdoor TWC Aerial
1314,Noth Soccer Field,40.793748,-73.936242,Outdoor TWC Aerial
1315,Confort station and seating area,40.637317,-74.076763,Outdoor TWC Aerial
1316,Roof top covering JJ Walker Park,40.729564,-74.005462,Outdoor
1317,Basketball court,40.729564,-74.005462,Indoor
1318,Afterschool Rm,40.729564,-74.005462,Indoor
1319,CRC Rm,40.729564,-74.005462,Indoor
1320,NW Area off Washington Sq N,40.732142,-73.998629,Outdoor
1321,NW Area off Washington Sq N,40.731863,-73.997778,Outdoor
1322,SE Area off Washington Sq S,40.731351,-73.99684,Outdoor
1323,S Area off Washington Sq S,40.730975,-73.996079,Outdoor
1324,SW Area off Washington Sq S,40.729856,-73.997476,Outdoor
1325,NW Area off Washington Sq N,40.730394,-73.998476,Outdoor
1326,NE Area off Washington Sq N,40.731844,-73.999042,Outdoor
1327,Pier and North Seating Area,40.818499,-73.95969,Outdoor
1328,Pier and South Seating Area,40.82059,-73.95969,Outdoor
1329,Southside of Comfort Station,40.747454,-73.910588,Outdoor
1330,North side of Comfort Station,40.747518,-73.910576,Outdoor
1331,Front of Public School 011,40.746238,-73.909415,Outdoor
1332,Woodside Ave & 57th St,40.745691,-73.907408,Outdoor TWC Aerial
1333,Woodside Ave &  55th St,40.746853,-73.90888,Outdoor TWC Aerial
1334,Woodside Ave &  54th St,40.74745,-73.909532,Outdoor TWC Aerial
1335,South parking lot Entrance,40.519237,-74.188231,Outdoor
1336,Back of comfort station and picnic area,40.518167,-74.189765,Outdoor
1337,South parking lot beach side,40.517283,-74.190996,Outdoor
1338,South parking lot beach side,40.517045,-74.190323,Outdoor
1339,Park entrance and parking lot,40.517148,-74.189823,Outdoor
1340,South side of Park,40.694095,-73.821334,Outdoor TWC Aerial
1341,South West area of Park,40.694165,-73.822368,Outdoor TWC Aerial
1342,North West side of Park,40.695077,-73.822817,Outdoor TWC Aerial
1343,South East side of Park,40.694624,-73.820593,Outdoor TWC Aerial
1344,North East side of Park,40.695132,-73.820841,Outdoor TWC Aerial
1345,Outdoor - Basketball Court,40.71025,-73.99798,Outdoor
1346,Indoor - Lobby,40.71025,-73.99798,Indoor
1347,Outdoor - Park Area,40.70389,-73.785705,Outdoor TWC Aerial
1348,Outdoor - Park Area,40.702982,-73.785122,Outdoor TWC Aerial
1349,Outdoor - Park Area,40.702057,-73.784529,Outdoor TWC Aerial
1350,Outdoor - Park Area,40.702707,-73.783594,Outdoor TWC Aerial
1351,Outdoor - Park Area,40.703373,-73.783924,Outdoor TWC Aerial
1352,Outdoor - Park Area,40.704265,-73.784562,Outdoor TWC Aerial
1353,CROPSEY AV E/O/21ST AV,40.598257,-74.00014,Outdoor
1354,FRNT OF BASKETBALL COURTS,40.5977,-74.00027,Outdoor
1355,FRNT OF HANDBALL COURTS,40.597585,-74.001112,Outdoor
1356,IN ROUND CIRCLE S/O CROPSEY AV,40.597176,-74.000282,Outdoor
1357,FRNT OF PLAYGROUND,40.597154,-73.999685,Outdoor
1358,FRNT OF BASEBALL FIELD,40.597161,-74.001359,Outdoor
1359,WEST OF K-32 OUTSIDE HANDBALL COURT,40.59815,-74.001135,Outdoor
1360,Near Burke Ave,40.87301,-73.871349,Outdoor
1361,NYC Parks Bronx Headquarters,40.85398,-73.870472,Outdoor
1362,HEGEMAN AV 1/P/S/O CHRISTOPHER ST,40.657028,-73.903152,Outdoor
1363,C/O HEGEMAN AV & SACKMAN ST,40.657213,-73.901808,Outdoor
1364,WEIGHT & FITNESS ROOM,40.6567,-73.9028,Indoor
1365,TEEN ROOM,40.6564,-73.9027,Indoor
1366,LOBBY,40.6561,-73.9025,Indoor
1367,GAME ROOM,40.6562,-73.90257,Indoor
1368,GYMNASIUM,40.6561,-73.90276,Indoor
1369,MULTI-PURPOSE  L,40.6521,-73.90286,Indoor
1370,MULTI-PURPOSE  R,40.6559,-73.90285,Indoor
1371,MORRIS AV 1 P/S/O MT EDEN PKWY,40.842327,-73.909734,Outdoor
1372,MORRIS AV 3 P/S/O MT EDEN PKWY,40.841708,-73.909631,Outdoor
1373,FRNT OF HANDBALL/BASKET BALL COURTS END OF CLAY AV,40.84112,-73.90548,Outdoor
1374,LEFT SIDE OF GAZEBO IN PARK S/O MT EDEN PKWY,40.8416,-73.9071,Outdoor
1375,SOUTH OF RESTROOM LOCATED S/O/MT EDEN PKWY,40.84122,-73.90678,Outdoor
1376,FRNT OF BASKET BALL COURT N/O E 170TH ST,40.8377,-73.90848,Outdoor
1377,FRNT OF HANDBALL COURT N/O E 170TH ST,40.83814,-73.90834,Outdoor
1378,W 15TH ST -5/P/S/O SURF AV,40.573739,-73.981894,Outdoor
1379,W 15TH ST -8/P/S/O SURF AV,40.573218,-73.981827,Outdoor
1380,W 15TH ST -7/P/S/O SURF AV,40.573218,-73.981826,Outdoor
1381,W 15TH ST -3/P/S/O SURF AV,40.574278,-73.981996,Outdoor
1382,W 10TH ST -2/P/S/O SURF AV,40.574582,-73.977901,Outdoor
1383,W 10TH ST -1/P/S/O SURF AV,40.574915,-73.977867,Outdoor
1384,W 10TH ST -4/P/S/O SURF AV,40.574062,-73.977982,Outdoor
1385,ROOF OF AQUARIUM,40.573491,-73.977863,Outdoor
1386,ROOF OF AQUARIUM,40.573527,-73.977563,Outdoor
1387,ROOF OF AQUARIUM,40.573551,-73.977366,Outdoor
1388,ROOF OF AQUARIUM,40.573551,-73.977366,Outdoor
1389,ROOF OF PAUL'S DAUGHTER,40.573439,-73.978297,Outdoor
1390,ROOF OF PAUL'S DAUGHTER,40.573432,-73.97851,Outdoor
1391,ROOF OF CONEY ISLAND CONES,40.573381,-73.978872,Outdoor
1392,ROOF OF CONEY ISLAND CONES,40.573384,-73.978937,Outdoor
1393,ROOF OF CONEY ISLAND CONES,40.573384,-73.978937,Outdoor
1394,ROOF OF NATHANS-REAR,40.573428,-73.979853,Outdoor
1395,ROOF OF CONEY ISLAND BEACH SHOP-REAR,40.57341,-73.980344,Outdoor
1396,CROOF OF  NATHANS-FRONT,40.573276,-73.979855,Outdoor
1397,ROOF OF GIFT SHOP,40.573266,-73.980012,Outdoor
1398,ROOF OF RUBYS,40.573253,-73.980143,Outdoor
1399,ROOF OF CONEY ISLAND BEACH SHOP-REAR,40.573227,-73.980356,Outdoor
1400,ROOF OF ABE STARK ICE RINK-RIGHT SIDE MIDDLE,40.572784,-73.985629,Outdoor
1401,ROOF OF ABE STARK ICE RINK-RIGHT SIDE FRONT,40.572675,-73.985618,Outdoor
1402,ROOF OF ABE STARK ICE RINK-RIGHT SIDE FRONT,40.572675,-73.985618,Outdoor
1403,ROOF OF ABE STARK ICE RINK-FRONT,40.572669,-73.985747,Outdoor
1404,ROOF OF ABE STARK ICE RINK-FRONT,40.572669,-73.985747,Outdoor
1405,ROOF OF ABE STARK ICE RINK-LEFT SIDE FRONT,40.572664,-73.986039,Outdoor
1406,Crotona Park-CROTONA PARK SOUTH 1/P/E/O CROTONA AV,40.83448,-73.897582,Outdoor
1407,Crotona Park-C/O CROTONA PARK SOUTH  /CROTONA AV,40.834623,-73.898171,Outdoor
1408,N/O CROTONA PK SOUTH NEXT TO VICTORY GARDEN INSIDE PARK,40.835691,-73.900089,Outdoor
1409,INSIDE PARK NE/O CLAIRMONT PKWY EXT (EAST OF POND),40.83666,-73.894981,Outdoor
1410,(PICNIC AREA) INSIDE PARK WEST OF PLAYGROUND,40.837117,-73.89331,Outdoor
1411,FRONT OF STAGE INSIDE PARK SW/O/ INDIAN LAKE,40.837503,-73.894893,Outdoor
1412,(PICNIC AREA) INSIDE PARK EAST SIDE OF INDIAN LAKE,40.837539,-73.893658,Outdoor
1413,"FRONT OF HANDBALL COURT INSIDE PARK, CROTONA PK EAST",40.837704,-73.890376,Outdoor
1414,SOUTH WEST CORNER OF INDIAN LAKE HOUSE ROOFTOP,40.838058,-73.893478,Outdoor
1415,NORTH WEST CORNER OF INDIAN LAKE HOUSE ROOFTOP,40.838217,-73.893388,Outdoor
1416,INSIDE PARK NEXT TO PLAYGROUND S/O CROTONA PK NORTH,40.838988,-73.888714,Outdoor
1417,INSIDE PARK NE/O CLAIRMONT PKWY EXT (WEST OF POND),40.838989,-73.888714,Outdoor
1418,CROTONA PARK-TRAFALGAR PL 1/P/N/O E 175TH ST,40.839709,-73.887464,Outdoor
1419,Crotona Park-e 175th st 1/P/E/O CROTONA PARK NORTH,40.83971,-73.887757,Outdoor
1420,SOUTH EAST CORNER OF TENNIS HOUSE ROOFTOP,40.839892,-73.89537,Outdoor
1421,NORTH EAST CORNER OF TENNIS HOUSE ROOFTOP,40.840107,-73.895219,Outdoor
1422,CROTONA PARK-CROTONA AV 5/P/S/O CROTONA PARK NORTH,40.840526,-73.895168,Outdoor
1423,CROTONA PARK C/O EAST 173RD ST AND FULTON AVE,40.840664,-73.898372,Outdoor
7685,61 AVENUE OF PUERTO RICO,40.703654,-73.942682,Outdoor Kiosk
7686,470 WEST 157 STREET,40.832749,-73.941887,Outdoor Kiosk
7687,88-03 ROOSEVELT AVENUE,40.748311,-73.878165,Outdoor Kiosk
7688,477 W 141 STREET,40.822663,-73.949259,Outdoor Kiosk
7689,32-07 BROADWAY,40.761507,-73.924218,Outdoor Kiosk
7690,30-01 30 AVENUE,40.767307,-73.922111,Outdoor Kiosk
7691,980 Columbus Avenue,40.80069,-73.961946,Outdoor Kiosk
7692,130 MADISON AVENUE,40.745756,-73.984529,Outdoor Kiosk
7693,195 HUDSON STREET,40.723118,-74.008139,Outdoor Kiosk
